product_id,total_revenue,cumsum_revenue,cumsum_percent,abc_class
21261,3376.800109863281,169407.54006958008,2.144696863408793,A
24312,3360.0,172767.54006958008,2.1872344119623808,A
19799,3315.840087890625,176083.3801574707,2.2292128967048144,A
19049,3240.0,179323.3801574707,2.2702312470957735,A
8570,3232.68017578125,182556.06033325195,2.3111569286242006,A
19824,3180.0,185736.06033325195,2.3514156799338455,A
21497,3135.0,188871.06033325195,2.391104731932505,A
20235,3119.8798828125,191990.94021606445,2.430602363479082,A
21129,3096.0,195086.94021606445,2.469797676074887,A
10285,3060.0,198146.94021606445,2.5085372292219037,A
8611,3008.280029296875,201155.22024536133,2.5466220083317266,A
19283,3000.0,204155.22024536133,2.584601962397429,A
8266,3000.0,207155.22024536133,2.622581916463132,A
23954,3000.0,210155.22024536133,2.6605618705288347,A
19849,3000.0,213155.22024536133,2.698541824594538,A
21290,2999.880065917969,216155.1003112793,2.736520260296599,A
19984,2988.0,219143.1003112793,2.7743482945460385,A
18931,2970.0,222113.1003112793,2.811948449071085,A
7963,2970.0,225083.1003112793,2.849548603596131,A
23845,2927.399963378906,228010.5002746582,2.886609442309821,A
3398,2925.0,230935.5002746582,2.9236398975238815,A
20556,2925.0,233860.5002746582,2.9606703527379414,A
21566,2925.0,236785.5002746582,2.9977008079520022,A
8474,2907.4799194335938,239692.9801940918,3.0345094592143496,A
21298,2887.799926757813,242580.7801208496,3.0710689620707496,A
17886,2867.7599487304683,245448.54006958008,3.107374759112165,A
4438,2856.0,248304.54006958008,3.1435316753827145,A
2272,2844.119934082032,251148.6600036621,3.179538190200643,A
28833,2796.0,253944.6600036621,3.214935507389878,A
20058,2762.159912109375,256706.81991577148,3.2499044095845577,A
24204,2761.6799926757812,259468.49990844727,3.284867236006557,A
16683,2736.0,262204.49990844727,3.319504954114478,A
3880,2700.0,264904.49990844727,3.353686912773611,A
3135,2700.0,267604.49990844727,3.3878688714327434,A
3679,2700.0,270304.49990844727,3.4220508300918757,A
18681,2700.0,273004.49990844727,3.456232788751009,A
24341,2700.0,275704.49990844727,3.4904147474101412,A
15956,2700.0,278404.49990844727,3.524596706069274,A
8376,2700.0,281104.49990844727,3.5587786647284063,A
8585,2700.0,283804.49990844727,3.5929606233875395,A
8584,2700.0,286504.49990844727,3.627142582046672,A
3983,2700.0,289204.49990844727,3.661324540705804,A
26596,2700.0,291904.49990844727,3.6955064993649374,A
8579,2700.0,294604.49990844727,3.7296884580240697,A
23989,2700.0,297304.49990844727,3.7638704166832024,A
20464,2700.0,300004.49990844727,3.798052375342335,A
7718,2700.0,302704.49990844727,3.832234334001468,A
7535,2700.0,305404.49990844727,3.8664162926606003,A
21227,2700.0,308104.49990844727,3.9005982513197326,A
7605,2700.0,310804.49990844727,3.934780209978866,A
21574,2700.0,313504.49990844727,3.968962168637998,A
20823,2700.0,316204.49990844727,4.003144127297131,A
20973,2700.0,318904.49990844727,4.037326085956264,A
3810,2700.0,321604.49990844727,4.071508044615396,A
4266,2700.0,324304.49990844727,4.105690003274528,A
24047,2700.0,327004.49990844727,4.139871961933662,A
7817,2700.0,329704.49990844727,4.174053920592794,A
23811,2700.0,332404.49990844727,4.2082358792519265,A
20124,2700.0,335104.49990844727,4.242417837911059,A
20237,2700.0,337804.49990844727,4.276599796570192,A
7744,2700.0,340504.49990844727,4.310781755229325,A
20266,2700.0,343204.49990844727,4.344963713888457,A
23917,2700.0,345904.49990844727,4.37914567254759,A
23882,2700.0,348604.49990844727,4.413327631206722,A
899,2700.0,351304.49990844727,4.447509589865855,A
23784,2700.0,354004.49990844727,4.481691548524988,A
20112,2700.0,356704.49990844727,4.5158735071841205,A
28479,2700.0,359404.49990844727,4.550055465843253,A
20144,2700.0,362104.49990844727,4.584237424502385,A
5213,2700.0,364804.49990844727,4.618419383161519,A
5332,2700.0,367504.49990844727,4.652601341820651,A
19818,2700.0,370204.49990844727,4.686783300479783,A
24029,2700.0,372904.49990844727,4.720965259138916,A
19652,2700.0,375604.49990844727,4.755147217798049,A
19638,2700.0,378304.49990844727,4.789329176457182,A
19649,2700.0,381004.49990844727,4.823511135116314,A
24053,2700.0,383704.49990844727,4.857693093775447,A
8268,2700.0,386404.49990844727,4.891875052434579,A
20208,2699.909912109375,389104.40982055664,4.926055870582395,A
27021,2699.5501098632812,391803.9599304199,4.960232133639286,A
989,2699.249954223633,394503.20988464355,4.994404596730375,A
14939,2692.5,397195.70988464355,5.0284916055043425,A
20164,2691.0,399886.70988464355,5.0625596243012785,A
8025,2687.6400146484375,402574.349899292,5.096585105735109,A
13758,2681.5501098632812,405255.9000091553,5.130533489067606,A
21283,2673.0,407928.9000091553,5.164373628140146,A
19898,2655.0,410583.9000091553,5.197985887488294,A
20953,2637.0,413220.9000091553,5.231370267112047,A
20337,2634.0,415854.9000091553,5.264716666781734,A
20251,2634.0,418488.9000091553,5.298063066451421,A
8596,2601.0,421089.9000091553,5.330991686626385,A
21243,2565.0,423654.9000091553,5.363464547352561,A
21598,2535.0,426189.9000091553,5.3955576085380805,A
20494,2520.0,428709.9000091553,5.427460769953271,A
4769,2520.0,431229.9000091553,5.459363931368461,A
23735,2520.0,433749.9000091553,5.4912670927836515,A
13453,2520.0,436269.9000091553,5.523170254198842,A
20474,2519.909912109375,438789.80992126465,5.555072275102717,A
18481,2519.880065917969,441309.6899871826,5.586973918154265,A
20134,2519.7899551391597,443829.4799423218,5.618874420404733,A
23906,2511.0,446340.4799423218,5.650663641957727,A
8642,2511.0,448851.4799423218,5.68245286351072,A
9532,2511.0,451362.4799423218,5.714242085063713,A
20473,2502.0,453864.4799423218,5.74591736675451,A
21972,2484.0,456348.4799423218,5.777364768720911,A
2735,2475.0,458823.4799423218,5.808698230825116,A
27015,2475.0,461298.4799423218,5.840031692929322,A
7602,2475.0,463773.4799423218,5.871365155033526,A
990,2466.0,466239.4799423218,5.9025846772755335,A
7793,2460.0,468699.4799423218,5.933728239609411,A
8723,2430.0,471129.4799423218,5.96449200240263,A
7609,2426.100082397461,473555.58002471924,5.995206392298715,A
26486,2421.0,475976.58002471924,6.025856215229736,A
5568,2412.0,478388.58002471924,6.056392098298562,A
14200,2407.5,480796.08002471924,6.086871011436289,A
8834,2400.0,483196.08002471924,6.1172549746888505,A
23902,2388.0,485584.08002471924,6.14748701812515,A
8731,2388.0,487972.08002471924,6.17771906156145,A
4253,2388.0,490360.08002471924,6.207951104997749,A
21473,2376.0,492736.08002471924,6.238031228617786,A
1743,2376.0,495112.08002471924,6.268111352237823,A
21205,2376.0,497488.08002471924,6.298191475857859,A
19830,2376.0,499864.08002471924,6.328271599477896,A
7991,2376.0,502240.08002471924,6.3583517230979325,A
3103,2376.0,504616.08002471924,6.388431846717969,A
4616,2376.0,506992.08002471924,6.418511970338006,A
8802,2370.0,509362.08002471924,6.448516134049911,A
7446,2370.0,511732.08002471924,6.478520297761817,A
8404,2362.5,514094.58002471924,6.508429511588558,A
27200,2360.159912109375,516454.7399368286,6.538309099938434,A
8773,2349.240051269531,518803.97998809814,6.568050443017276,A
27126,2343.6000366210938,521147.58002471924,6.597720383597025,A
29084,2340.0,523487.58002471924,6.627344747768274,A
18787,2340.0,525827.5800247192,6.656969111939522,A
4823,2340.0,528167.5800247192,6.686593476110771,A
27791,2340.0,530507.5800247192,6.7162178402820185,A
3677,2339.909912109375,532847.4899368286,6.745841063941952,A
19978,2339.909912109375,535187.399848938,6.775464287601883,A
20234,2339.909912109375,537527.3097610474,6.805087511261816,A
24456,2331.0,539858.3097610474,6.8345979355708675,A
23758,2331.0,542189.3097610474,6.864108359879919,A
19828,2330.909912109375,544520.2196731567,6.893617643677653,A
21120,2325.0,546845.2196731567,6.923052108078573,A
22043,2322.0,549167.2196731567,6.952448592525427,A
6885,2310.0,551477.2196731567,6.981693157156019,A
8618,2280.0,553757.2196731567,7.010557922245953,A
20545,2268.0,556025.2196731567,7.039270767519625,A
4547,2268.0,558293.2196731567,7.067983612793295,A
21137,2268.0,560561.2196731567,7.096696458066967,A
21088,2268.0,562829.2196731567,7.125409303340638,A
13932,2267.399963378906,565096.6196365356,7.154114552159873,A
24077,2261.25,567357.8696365356,7.182741942536898,A
517,2256.0,569613.8696365356,7.211302867994307,A
24119,2250.0,571863.8696365356,7.239787833543583,A
19733,2250.0,574113.8696365356,7.268272799092861,A
28832,2250.0,576363.8696365356,7.296757764642138,A
24176,2250.0,578613.8696365356,7.325242730191415,A
19751,2250.0,580863.8696365356,7.353727695740692,A
1509,2250.0,583113.8696365356,7.3822126612899694,A
7926,2249.910049438477,585363.7796859741,7.410696488066515,A
1437,2249.550018310547,587613.3297042847,7.439175756854493,A
24046,2249.5499725341792,589862.8796768188,7.467655025062944,A
19405,2239.65005493164,592102.5297317505,7.496008960466129,A
8792,2236.43994140625,594338.9696731567,7.524322255881232,A
8370,2227.5,596566.4696731567,7.552522371775017,A
21138,2220.0,598786.4696731567,7.580627537783637,A
6695,2220.0,601006.4696731567,7.608732703792258,A
19988,2219.399963378906,603225.8696365356,7.636830273346441,A
27085,2219.399963378906,605445.2695999146,7.664927842900626,A
8578,2216.6400146484375,607661.909614563,7.692990471546142,A
8725,2216.6400146484375,609878.5496292114,7.721053100191658,A
21249,2214.0,612092.5496292114,7.749082306292146,A
14795,2208.0,614300.5496292114,7.777035552484504,A
19477,2205.0,616505.5496292114,7.804950818722796,A
19258,2193.75,618699.2996292114,7.8327236601333405,A
13751,2187.0,620886.2996292114,7.860411046647238,A
20942,2166.75,623053.0496292114,7.887842068471191,A
19919,2160.0,625213.0496292114,7.915187635398498,A
21045,2160.0,627373.0496292114,7.942533202325803,A
20490,2160.0,629533.0496292114,7.969878769253111,A
4697,2160.0,631693.0496292114,7.997224336180417,A
23762,2159.819961547851,633852.8695907593,8.024567623823675,A
21646,2159.5499725341792,636012.4195632935,8.051907493410154,A
20270,2159.3999633789062,638171.8195266724,8.079245463883025,A
24443,2159.3999633789062,640331.2194900513,8.106583434355894,A
17533,2154.0,642485.2194900513,8.13385304137507,A
19797,2151.0,644636.2194900513,8.161084668440179,A
7547,2150.819961547851,646787.0394515991,8.18831401622124,A
24075,2148.0,648935.0394515991,8.215507663332284,A
13346,2142.0,651077.0394515991,8.242625350535196,A
22231,2136.0,653213.0394515991,8.269667077829975,A
6399,2136.0,655349.0394515991,8.296708805124757,A
19843,2136.0,657485.0394515991,8.323750532419536,A
3127,2136.0,659621.0394515991,8.350792259714318,A
20932,2136.0,661757.0394515991,8.377833987009097,A
19408,2135.3999633789062,663892.439414978,8.404868117849443,A
8206,2118.719970703125,666011.1593856812,8.431691080237908,A
24444,2114.5499725341792,668125.7093582153,8.4584612505134,A
4607,2112.0,670237.7093582153,8.485199138175656,A
19940,2099.850082397461,672337.5594406128,8.511783208067095,A
8819,2099.7899551391597,674437.349395752,8.538366516748365,A
4728,2097.0,676534.349395752,8.564914504640292,A
8165,2085.0,678619.349395752,8.591310572715955,A
19833,2075.280029296875,680694.6294250488,8.617583586111344,A
5722,2070.0,682764.6294250488,8.643789754416678,A
20114,2069.910049438477,684834.5394744873,8.669994783949281,A
28665,2066.3999633789062,686900.9394378662,8.696155375846114,A
7841,2061.0,688961.9394378662,8.722247604289253,A
24064,2061.0,691022.9394378662,8.748339832732391,A
24199,2052.0,693074.9394378662,8.774318121313332,A
20317,2052.0,695126.9394378662,8.800296409894273,A
7477,2052.0,697178.9394378662,8.826274698475215,A
953,2052.0,699230.9394378662,8.852252987056154,A
16065,2052.0,701282.9394378662,8.878231275637095,A
20853,2043.0,703325.9394378662,8.904095624355838,A
8267,2040.0,705365.9394378662,8.929921993120518,A
7013,2039.8800659179688,707405.8195037842,8.955746843521553,A
21224,2028.0,709433.8195037842,8.981421292469967,A
21248,2028.0,711461.8195037842,9.007095741418384,A
7608,2028.0,713489.8195037842,9.032770190366799,A
21210,2028.0,715517.8195037842,9.058444639315214,A
21374,2028.0,717545.8195037842,9.084119088263629,A
17275,2016.0,719561.8195037842,9.10964161739578,A
24363,2016.0,721577.8195037842,9.135164146527934,A
20517,2016.0,723593.8195037842,9.160686675660086,A
20057,2009.8800659179688,725603.6995697021,9.186131726520465,A
15223,2002.5,727606.1995697021,9.211483345859321,A
4420,1980.0,729586.1995697021,9.236550115542686,A
4125,1980.0,731566.1995697021,9.261616885226049,A
11624,1980.0,733546.1995697021,9.286683654909414,A
22670,1971.0,735517.1995697021,9.311636484730581,A
8675,1971.0,737488.1995697021,9.336589314551746,A
8427,1971.0,739459.1995697021,9.361542144372914,A
20997,1962.1499633789062,741421.349533081,9.386382932865963,A
20548,1962.0,743383.349533081,9.411221822824933,A
21035,1962.0,745345.349533081,9.436060712783902,A
14069,1950.0,747295.349533081,9.46074768292661,A
8628,1950.0,749245.349533081,9.485434653069317,A
19949,1949.850082397461,751195.1996154785,9.510119725257473,A
3997,1940.4000549316404,753135.5996704102,9.534685160242603,A
27275,1924.5000457763672,755060.0997161865,9.559049301355278,A
3505,1920.0,756980.0997161865,9.583356471957329,A
24084,1920.0,758900.0997161865,9.607663642559379,A
23745,1920.0,760820.0997161865,9.631970813161427,A
13285,1920.0,762740.0997161865,9.656277983763479,A
1203,1919.3999633789062,764659.4996795654,9.680577557911093,A
18363,1919.280029296875,766578.7797088623,9.704875613695064,A
17628,1919.249954223633,768498.0296630859,9.729173288729069,A
24384,1914.0,770412.0296630859,9.753404499422988,A
4775,1908.0,772320.0296630859,9.777559750208775,A
12097,1908.0,774228.0296630859,9.801715000994562,A
8224,1908.0,776136.0296630859,9.82587025178035,A
7577,1899.2400512695312,778035.2697143555,9.849914601749337,A
8741,1890.0,779925.2697143555,9.873841972810729,A
15194,1890.0,781815.2697143555,9.897769343872122,A
20496,1890.0,783705.2697143555,9.921696714933514,A
24145,1890.0,785595.2697143555,9.945624085994908,A
2849,1889.9100494384768,787485.179763794,9.969550318283568,A
19948,1889.7899551391602,789374.9697189331,9.993475030180239,A
7600,1882.43994140625,791257.4096603394,10.017306691015591,A
21618,1881.0,793138.4096603394,10.041120122214785,A
21619,1881.0,795019.4096603394,10.064933553413983,A
15333,1881.0,796900.4096603394,10.088746984613179,A
7666,1880.5500411987307,798780.9597015381,10.11255471934084,A
19445,1875.0,800655.9597015381,10.136292190631902,A
23791,1875.0,802530.9597015381,10.160029661922968,A
6401,1875.0,804405.9597015381,10.183767133214031,A
805,1872.0,806277.9597015381,10.20746662455103,A
21372,1872.0,808149.9597015381,10.23116611588803,A
21506,1871.5499725341795,810021.5096740723,10.254859909884201,A
28728,1867.9499359130857,811889.4596099854,10.278508127471872,A
2620,1860.0,813749.4596099854,10.302055698992607,A
3948,1854.0,815603.4596099854,10.325527310605212,A
17897,1846.7999725341795,817450.2595825195,10.348907769980343,A
4292,1845.0,819295.2595825195,10.372265441730748,A
4254,1845.0,821140.2595825195,10.395623113481156,A
8132,1838.9999771118162,822979.2595596313,10.41890482503367,A
949,1837.5,824816.7595596313,10.442167546898911,A
20825,1835.3999633789062,826652.1595230103,10.465403682332685,A
3102,1821.5999450683596,828473.7594680786,10.488465109745947,A
22659,1807.8299560546875,830281.5894241333,10.511352209309132,A
8319,1800.0,832081.5894241333,10.534140181748555,A
799,1800.0,833881.5894241333,10.556928154187977,A
10391,1800.0,835681.5894241333,10.5797161266274,A
18656,1800.0,837481.5894241333,10.60250409906682,A
24061,1800.0,839281.5894241333,10.625292071506243,A
20413,1800.0,841081.5894241333,10.648080043945663,A
20368,1800.0,842881.5894241333,10.670868016385086,A
1465,1800.0,844681.5894241333,10.693655988824508,A
4722,1800.0,846481.5894241333,10.716443961263929,A
8766,1800.0,848281.5894241333,10.739231933703351,A
4810,1800.0,850081.5894241333,10.762019906142772,A
7576,1800.0,851881.5894241333,10.784807878582194,A
8778,1800.0,853681.5894241333,10.807595851021617,A
7649,1800.0,855481.5894241333,10.830383823461037,A
20449,1800.0,857281.5894241333,10.85317179590046,A
23655,1800.0,859081.5894241333,10.87595976833988,A
23648,1800.0,860881.5894241333,10.898747740779303,A
23867,1800.0,862681.5894241333,10.921535713218725,A
24446,1800.0,864481.5894241333,10.944323685658148,A
24434,1800.0,866281.5894241333,10.967111658097568,A
3121,1800.0,868081.5894241333,10.98989963053699,A
26901,1800.0,869881.5894241333,11.012687602976412,A
23951,1800.0,871681.5894241333,11.035475575415834,A
20227,1800.0,873481.5894241333,11.058263547855256,A
26899,1800.0,875281.5894241333,11.081051520294677,A
2793,1800.0,877081.5894241333,11.1038394927341,A
3067,1800.0,878881.5894241333,11.12662746517352,A
19744,1800.0,880681.5894241333,11.149415437612943,A
23958,1800.0,882481.5894241333,11.172203410052365,A
24242,1800.0,884281.5894241333,11.194991382491786,A
978,1800.0,886081.5894241333,11.217779354931208,A
23932,1800.0,887881.5894241333,11.240567327370629,A
24256,1800.0,889681.5894241333,11.263355299810051,A
21193,1800.0,891481.5894241333,11.286143272249474,A
21155,1800.0,893281.5894241333,11.308931244688896,A
7802,1800.0,895081.5894241333,11.331719217128317,A
28524,1800.0,896881.5894241333,11.354507189567737,A
7730,1800.0,898681.5894241333,11.37729516200716,A
8123,1800.0,900481.5894241333,11.400083134446582,A
8013,1800.0,902281.5894241333,11.422871106886005,A
2723,1800.0,904081.5894241333,11.445659079325425,A
24195,1800.0,905881.5894241333,11.468447051764848,A
1236,1800.0,907681.5894241333,11.491235024204268,A
8320,1800.0,909481.5894241333,11.514022996643689,A
24213,1800.0,911281.5894241333,11.536810969083113,A
20115,1800.0,913081.5894241333,11.559598941522534,A
20840,1800.0,914881.5894241333,11.582386913961956,A
8604,1800.0,916681.5894241333,11.605174886401377,A
21520,1800.0,918481.5894241333,11.6279628588408,A
20430,1800.0,920281.5894241333,11.65075083128022,A
20419,1800.0,922081.5894241333,11.673538803719643,A
3886,1800.0,923881.5894241333,11.696326776159065,A
24899,1800.0,925681.5894241333,11.719114748598486,A
19908,1800.0,927481.5894241333,11.741902721037908,A
18340,1800.0,929281.5894241333,11.764690693477329,A
24324,1800.0,931081.5894241333,11.787478665916753,A
4040,1800.0,932881.5894241333,11.810266638356174,A
15486,1800.0,934681.5894241333,11.833054610795596,A
3610,1800.0,936481.5894241333,11.855842583235017,A
3553,1800.0,938281.5894241333,11.878630555674437,A
23850,1800.0,940081.5894241333,11.901418528113862,A
23864,1800.0,941881.5894241333,11.924206500553282,A
24306,1800.0,943681.5894241333,11.946994472992705,A
4055,1800.0,945481.5894241333,11.969782445432125,A
4029,1800.0,947281.5894241333,11.992570417871548,A
21142,1800.0,949081.5894241333,12.015358390310968,A
23838,1800.0,950881.5894241333,12.03814636275039,A
8409,1800.0,952681.5894241333,12.060934335189813,A
3634,1800.0,954481.5894241333,12.083722307629234,A
3709,1800.0,956281.5894241333,12.106510280068656,A
8449,1800.0,958081.5894241333,12.129298252508077,A
15404,1800.0,959881.5894241333,12.1520862249475,A
2557,1800.0,961681.5894241333,12.174874197386922,A
1112,1800.0,963481.5894241333,12.197662169826343,A
8740,1800.0,965281.5894241333,12.220450142265765,A
20450,1800.0,967081.5894241333,12.243238114705186,A
20013,1800.0,968881.5894241333,12.266026087144608,A
19673,1799.93994140625,970681.5293655396,12.288813299243152,A
20080,1799.9100494384768,972481.439414978,12.311600132909843,A
26860,1799.8800659179688,974281.319480896,12.334386586985623,A
20278,1799.8800659179688,976081.199546814,12.357173041061403,A
23852,1799.8499679565427,977881.0495147705,12.379959114097451,A
8830,1799.7599487304688,979680.809463501,12.402744047491476,A
24293,1799.7000732421875,981480.5095367432,12.425528222862736,A
26845,1799.7000732421875,983280.2096099854,12.448312398233996,A
20238,1799.5499725341795,985079.7595825195,12.471094673332592,A
8036,1799.5499725341795,986879.3095550537,12.493876948431186,A
24375,1799.3999633789062,988678.7095184326,12.516657324416173,A
24398,1799.3999633789062,990478.1094818115,12.53943770040116,A
17760,1799.249954223633,992277.3594360352,12.562216177272537,A
8681,1794.0,994071.3594360352,12.584928189803826,A
26543,1794.0,995865.3594360352,12.607640202335116,A
19660,1794.0,997659.3594360352,12.630352214866408,A
8369,1794.0,999453.3594360352,12.653064227397698,A
23907,1791.0,1001244.3594360352,12.675738259974922,A
24313,1791.0,1003035.3594360352,12.698412292552147,A
24276,1790.5499725341795,1004825.9094085693,12.721080627788545,A
19973,1788.0,1006613.9094085693,12.743716680411705,A
23970,1788.0,1008401.9094085693,12.766352733034864,A
19968,1788.0,1010189.9094085693,12.78898878565802,A
20024,1786.5,1011976.4094085693,12.811605848304147,A
5543,1785.6000366210938,1013762.0094451904,12.834211517427677,A
22954,1785.0,1015547.0094451904,12.856809590096772,A
8526,1784.8499679565427,1017331.859413147,12.87940576336249,A
21254,1782.9600219726562,1019114.8194351196,12.901978009940992,A
7839,1782.0,1020896.8194351196,12.924538102656019,A
4850,1782.0,1022678.8194351196,12.947098195371048,A
21428,1782.0,1024460.8194351196,12.969658288086075,A
21281,1782.0,1026242.8194351196,12.992218380801102,A
4588,1782.0,1028024.8194351196,13.014778473516131,A
7500,1782.0,1029806.8194351196,13.037338566231158,A
4446,1782.0,1031588.8194351196,13.059898658946183,A
83,1782.0,1033370.8194351196,13.082458751661214,A
20784,1782.0,1035152.8194351196,13.10501884437624,A
24182,1782.0,1036934.8194351196,13.127578937091267,A
4269,1782.0,1038716.8194351196,13.150139029806295,A
21488,1782.0,1040498.8194351196,13.172699122521323,A
21542,1782.0,1042280.8194351196,13.19525921523635,A
19734,1782.0,1044062.8194351196,13.217819307951379,A
20150,1782.0,1045844.8194351196,13.240379400666406,A
14921,1782.0,1047626.8194351196,13.262939493381431,A
20075,1782.0,1049408.8194351196,13.28549958609646,A
13924,1782.0,1051190.8194351196,13.308059678811487,A
20500,1776.3299560546875,1052967.1493911743,13.330547988856983,A
20834,1776.0,1054743.1493911743,13.35303212166388,A
14923,1770.0,1056513.1493911743,13.375440294562646,A
20212,1770.0,1058283.1493911743,13.39784846746141,A
24390,1770.0,1060053.1493911743,13.420256640360172,A
28910,1770.0,1061823.1493911743,13.44266481325894,A
20032,1768.5,1063591.6493911743,13.46505399618067,A
20182,1767.8699340820312,1065359.5193252563,13.48743520247753,A
21523,1761.4800109863281,1067120.9993362427,13.509735512445834,A
17289,1759.9799194335938,1068880.9792556763,13.53201683127805,A
18775,1755.0,1070635.9792556763,13.554235104406487,A
23705,1755.0,1072390.9792556763,13.576453377534921,A
21548,1745.5499725341795,1074136.5292282104,13.598552013460333,A
27946,1740.0,1075876.5292282104,13.620580386818443,A
22546,1740.0,1077616.5292282104,13.64260876017655,A
22464,1740.0,1079356.5292282104,13.664637133534658,A
5556,1737.0,1081093.5292282104,13.6866275269387,A
21226,1736.6400146484375,1082830.169242859,13.708613362933702,A
3361,1728.0,1084558.169242859,13.730489816475547,A
7702,1728.0,1086286.169242859,13.75236627001739,A
23807,1725.0,1088011.169242859,13.77420474360517,A
1072,1716.0,1089727.169242859,13.795929277330753,A
19998,1714.7999267578125,1091441.9691696167,13.817638618147466,A
8556,1710.0,1093151.9691696167,13.839287191964914,A
20554,1710.0,1094861.9691696167,13.860935765782365,A
20350,1709.9100494384768,1096571.8792190552,13.882583200827083,A
8641,1709.9100494384768,1098281.7892684937,13.904230635871803,A
20454,1701.0,1099982.7892684937,13.925765269827057,A
4594,1701.0,1101683.7892684937,13.947299903782312,A
4483,1701.0,1103384.7892684937,13.968834537737566,A
18976,1701.0,1105085.7892684937,13.990369171692818,A
21194,1701.0,1106786.7892684937,14.011903805648071,A
7799,1701.0,1108487.7892684937,14.033438439603325,A
26330,1700.0399780273438,1110187.829246521,14.054960919695104,A
13062,1692.0,1111879.829246521,14.076381613788161,A
20351,1692.0,1113571.829246521,14.097802307881215,A
13081,1692.0,1115263.829246521,14.119223001974273,A
21636,1688.4000549316404,1116952.2293014526,14.140598120817884,A
7544,1684.0200805664062,1118636.249382019,14.161917789253096,A
19523,1682.5499725341795,1120318.7993545532,14.183218846143127,A
22161,1680.0,1121998.7993545532,14.204487620419922,A
8780,1680.0,1123678.7993545532,14.225756394696715,A
24450,1680.0,1125358.7993545532,14.24702516897351,A
13985,1680.0,1127038.7993545532,14.268293943250304,A
19521,1680.0,1128718.7993545532,14.289562717527096,A
4926,1680.0,1130398.7993545532,14.31083149180389,A
26966,1680.0,1132078.7993545532,14.332100266080683,A
20220,1679.93994140625,1133758.7392959595,14.353368280016602,A
1085,1679.8800659179688,1135438.6193618774,14.374635535929754,A
23966,1679.3999633789062,1137118.0193252563,14.39589671375211,A
26932,1678.3200073242188,1138796.3393325806,14.41714421934735,A
8254,1677.3299560546875,1140473.6692886353,14.438379190908678,A
24137,1674.0,1142147.6692886353,14.45957200527734,A
20983,1674.0,1143821.6692886353,14.480764819646003,A
19469,1672.6500549316404,1145494.319343567,14.50194054373077,A
3811,1668.0,1147162.319343567,14.5230573981913,A
26774,1665.0,1148827.319343567,14.544136272697767,A
5011,1665.0,1150492.319343567,14.56521514720423,A
8257,1665.0,1152157.319343567,14.586294021710696,A
6955,1665.0,1153822.319343567,14.60737289621716,A
8446,1662.4800109863281,1155484.7993545532,14.628419867701298,A
8767,1662.4799194335938,1157147.2792739868,14.64946683802638,A
20471,1659.0,1158806.2792739868,14.670469752624712,A
17770,1656.0,1160462.2792739868,14.69143468726898,A
333,1650.0,1162112.2792739868,14.712323662005117,A
15072,1650.0,1163762.2792739868,14.733212636741252,A
8744,1650.0,1165412.2792739868,14.754101611477392,A
28112,1649.93994140625,1167062.219215393,14.77498982587265,A
